Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Botnet
17,108871288,9,8,203.0,530.0,25.0,4.0,22.55555555555556,6.966188181335455,510.0,2.0,66.24999999999999,179.3079952005965,6.732720935569348,0.1561476888194801,6804455.499999999,12296550.197671313,47782273.0,17.0,108442114.0,13555264.249999998,15152685.03503053,48230025.0,17.0,108543803.0,15506257.57142857,20177600.90340846,48202449.0,1458.0,0,0,0,0,72,64,0.0826664234926659,0.0734812653268141,2.0,510.0,42.11111111111112,117.2839133891314,13755.516339869278,0,0,0,0,0,0,0,0,0.0,44.588235294117645,22.55555555555556,66.25,0,0,0,572,6,824,1,33,1,88,0,0,8,8,474868.5,153186.39332634388,693613.0,337610.0,17757106.666666664,14940433.832635151,47782273.0,8225849.0,1
17,108020052,9,6,204.0,474.0,25.0,4.0,22.666666666666668,7.0,464.0,2.0,79.0,188.61071019430472,6.276612420071784,0.1388631066387562,7715718.0,13239851.05616533,46979739.0,25.0,108020052.0,13502506.5,15458346.321365526,46979739.0,25.0,92857907.0,18571581.4,17334799.750754617,47296434.0,89453.0,0,0,0,0,72,48,0.0833178639832537,0.0555452426555025,2.0,464.0,43.9375,112.5667024479264,12671.2625,0,0,0,0,0,0,0,0,0.0,46.86666666666667,22.666666666666668,79.0,0,0,0,286,4,1682,1,40,1,94,0,0,8,8,176650.0,87028.50308375986,316346.0,98309.0,21427360.4,14286752.19725179,46979739.0,14691771.0,1
17,108019594,8,5,179.0,472.0,25.0,4.0,22.375,7.424621202458749,464.0,2.0,94.4,206.61268112098057,6.026684380983695,0.120348536025788,9001632.833333336,13874553.459025843,46733484.0,48.0,108019594.0,15431370.57142857,15610642.66651116,46918023.0,48.0,92872278.0,23218069.5,26713915.896296628,47267680.0,750.0,0,0,0,0,64,40,0.0740606375543311,0.0462878984714569,2.0,464.0,48.28571428571429,120.15594263061048,14437.450549450554,0,0,0,0,0,0,0,0,0.0,52.0,22.375,94.4,0,0,0,522,6,1365,1,35,1,94,0,0,7,8,373728.3333333333,164881.35307042254,534196.0,204762.0,21379681.8,14177749.48695244,46733484.0,14773588.0,1
6,221605,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,40.61280205771531,36.10026849574694,31657.857142857145,38833.96828992444,77884.0,288.0,149682.0,49894.0,42994.28109644351,78172.0,417.0,143721.0,47907.0,40495.37074777807,71663.0,1149.0,0,0,0,0,88,88,18.05013424787347,18.05013424787347,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,289945,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,31.040369725292727,27.59143975581576,41420.71428571428,51168.38380196077,97254.0,293.0,194278.0,64759.33333333333,55722.063801813136,97547.0,421.0,192691.0,64230.33333333333,55276.09389540232,96158.0,403.0,0,0,0,0,88,88,13.795719877907878,13.795719877907878,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,540850,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,16.640473329019134,14.791531848017009,77264.28571428571,95947.98355830496,183617.0,247.0,365180.0,121726.66666666666,105081.6657382882,184104.0,405.0,360474.0,120158.0,103915.42014061243,183912.0,247.0,0,0,0,0,88,88,7.395765924008504,7.395765924008504,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,719473,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,12.50915600724419,11.11924978421706,102781.85714285714,129988.54116604352,287021.0,27.0,509349.0,169783.0,150570.08626217893,287196.0,27.0,497497.0,165832.3333333333,147863.12808247138,287171.0,1138.0,0,0,0,0,88,88,5.55962489210853,5.55962489210853,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,64795,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,903110,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,9.965563441884155,8.858278615008139,129015.7142857143,161384.29411987844,321714.0,151.0,636283.0,212094.3333333333,183347.285702116,321865.0,432.0,581396.0,193798.6666666667,169095.05092205782,313668.0,385.0,0,0,0,0,88,88,4.4291393075040695,4.4291393075040695,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,957679,4,3,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.3333333333333337,2.309401076758503,9.397720948250928,7.309338515306277,159613.16666666666,190585.8016510324,440776.0,157.0,516903.0,172301.0,160997.0166307438,319581.0,419.0,760933.0,380466.5,87329.80879688218,442218.0,318715.0,0,0,0,0,88,68,4.176764865889301,3.132573649416976,0.0,4.0,1.125,1.8077215335491088,3.2678571428571432,2,2,0,3,6,0,0,0,0.0,1.2857142857142858,1.25,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,1081769,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,8.31970596310303,7.395294189424915,154538.42857142855,191573.72833007583,367711.0,291.0,725254.0,241751.3333333333,209060.82485806211,369019.0,470.0,726295.0,242098.3333333333,208155.89648706408,368002.0,1833.0,0,0,0,0,88,88,3.697647094712457,3.697647094712457,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,193166,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.707577938146464,64388.66666666666,110813.71387302806,192345.0,162.0,821.0,821.0,0.0,821.0,821.0,192507.0,192507.0,0.0,192507.0,192507.0,0,0,0,0,40,40,10.353788969073232,10.353788969073232,0.0,0.0,0.0,0.0,0.0,0,0,1,0,3,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65531,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,373966,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,24.06635897381045,21.392319087831517,53423.71428571429,66004.33982124279,125782.0,294.0,250505.0,83501.66666666666,71959.11488014103,126076.0,419.0,248184.0,82728.0,71040.95565939411,123804.0,697.0,0,0,0,0,88,88,10.696159543915757,10.696159543915757,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,64235,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,457546,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,19.670153383484937,17.484580785319945,65363.71428571429,79668.40840783814,153045.0,291.0,307088.0,102362.66666666666,88299.36449563685,153659.0,404.0,304812.0,101604.0,83897.4506406482,153336.0,4804.0,0,0,0,0,88,88,8.742290392659973,8.742290392659973,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,543730,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,16.552332959373217,14.713184852776193,77675.71428571428,96225.82169687144,181212.0,300.0,363532.0,121177.33333333334,104593.6539677878,181617.0,403.0,362518.0,120839.33333333334,103852.59086962316,181442.0,923.0,0,0,0,0,88,88,7.356592426388096,7.356592426388096,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,576247,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,15.618302568169554,13.882935616150714,82321.00000000001,102169.57104735244,194297.0,299.0,389353.0,129784.33333333334,112033.67288602714,194909.0,420.0,382522.0,127507.33333333334,110151.91684820256,194596.0,380.0,0,0,0,0,88,88,6.941467808075357,6.941467808075357,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,631056,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,14.26180877766791,12.67716335792703,90150.85714285714,110797.1421163148,215847.0,303.0,422440.0,140813.3333333333,121706.29847848191,216150.0,404.0,415209.0,138403.0,116260.45506534024,205571.0,4157.0,0,0,0,0,88,88,6.338581678963515,6.338581678963515,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,17275,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,672665,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,13.379616896969518,11.892992797306238,96095.0,119367.0852398879,225034.0,246.0,449598.0,149866.0,129439.97002085562,225331.0,404.0,447631.0,149210.3333333333,129006.97897529935,223838.0,246.0,0,0,0,0,88,88,5.946496398653119,5.946496398653119,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,17275,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,1694695,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,5.3106901241816376,4.720613443717011,242099.28571428568,301103.73363882105,575439.0,29.0,1116860.0,372286.6666666666,322388.9188919702,560085.0,29.0,1134763.0,378254.3333333334,325644.6503849454,575792.0,2396.0,0,0,0,0,88,88,2.360306721858505,2.360306721858505,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,0,0,0,0,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,2791657,4,4,5.0,4.0,4.0,0.0,1.25,1.8929694486000912,4.0,0.0,1.0,2.0,3.223891760341618,2.865681564748105,398808.1428571429,503622.4302194482,1021695.0,24.0,1791216.0,597072.0,532286.7872002836,1022006.0,24.0,2022780.0,674260.0,583694.6266473591,1022004.0,383.0,0,0,0,0,88,88,1.4328407823740523,1.4328407823740523,0.0,4.0,1.0,1.7320508075688774,3.0000000000000004,2,2,0,3,7,0,0,0,1.0,1.125,1.25,1.0,0,0,0,0,0,0,2,2,2,2,65535,65530,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,241616,3,3,0.0,49.0,0.0,0.0,0.0,0.0,49.0,0.0,16.333333333333336,28.29016319029166,202.80113899741735,24.832792530296008,48323.2,106833.34817462196,239429.0,121.0,241383.0,120691.5,170274.84844362657,241094.0,289.0,241448.0,120724.0,168045.34076254538,239550.0,1898.0,0,0,0,0,68,68,12.416396265148004,12.416396265148004,0.0,49.0,7.000000000000001,18.520259177452136,343.0,2,2,0,1,5,0,0,0,1.0,8.166666666666666,0.0,16.333333333333332,0,0,0,0,0,0,0,0,0,0,65535,5840,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,6011080,5,4,5.0,4.0,4.0,0.0,1.0,1.7320508075688772,4.0,0.0,1.0,2.0,1.497235105837886,1.497235105837886,751385.0000000001,1742563.2771252322,5051649.0,16.0,5816393.0,1454098.25,2647987.024642225,5423650.0,16.0,5812201.0,1937400.3333333333,2867030.459597235,5246352.0,193522.0,0,0,0,0,108,88,0.8317972810210479,0.6654378248168382,0.0,4.0,0.9000000000000002,1.66332999331662,2.7666666666666675,2,2,0,3,8,0,0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,5,5,4,4,65535,65530,2,20,764728.0,0.0,764728.0,764728.0,5051649.0,0.0,5051649.0,5051649.0,1
6,9141040,6,5,5.0,4.0,4.0,0.0,0.8333333333333334,1.6020819787597222,4.0,0.0,0.8,1.7888543819998317,0.9845706834233304,1.2033641686285148,914104.0,1306262.7620385827,3221930.0,159.0,8883924.0,1776784.8,1541951.1094174483,3222534.0,159.0,5903813.0,1475953.25,1526991.8542717411,3222244.0,1919.0,0,0,0,0,136,108,0.6563804556155536,0.5469837130129613,0.0,4.0,0.75,1.5447859516333116,2.386363636363636,2,3,0,3,9,0,0,0,0.0,0.8181818181818182,0.8333333333333334,0.8,0,0,0,0,0,0,2,1,1,1,65535,64235,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,197430,9,14,1143.0,188.0,1001.0,0.0,127.0,328.30702094228815,49.0,0.0,13.428571428571429,16.905685369194522,6741.629944790559,116.49698627361596,8974.09090909091,16553.6218505889,45967.0,19.0,197277.0,24659.625,30546.317514496383,82365.0,147.0,197411.0,15185.46153846154,19843.285932591007,47741.0,69.0,0,0,0,0,188,288,45.5857772375019,70.91120903611407,0.0,1001.0,55.458333333333336,202.1482407340812,40863.911231884056,1,2,0,14,22,0,0,0,1.0,57.869565217391305,127.0,13.428571428571429,0,0,0,1331,14,8758,0,0,0,0,65535,7007,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,10126067,44,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85060300312056,85093.00000000003,562452.2763866056,4608669.0,4.0,10124090.0,235443.953488372,923614.0417852076,4609690.0,4.0,10125589.0,135007.85333333336,705615.741118307,4609571.0,4.0,0,0,0,0,1410,2434,4.345221101144205,7.505381901976354,0.0,0.0,0.0,0.0,0.0,2,2,0,17,119,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,14,0,25,0,32120,9576,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,16665590,10,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.260081401258521,833279.4999999999,2828189.4133854667,12782578.0,5.0,3883012.0,431445.77777777787,316210.255633723,997518.0,38976.0,16665238.0,1666523.7999999998,4410100.328247137,14191369.0,5.0,0,0,0,0,208,224,0.6000387625040577,0.6600426387544635,0.0,0.0,0.0,0.0,0.0,1,2,0,6,20,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,11,0,65535,8760,0,20,3883012.0,0.0,3883012.0,3883012.0,12782578.0,0.0,12782578.0,12782578.0,0
0,4048514,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4700420944573738,449834.8888888889,531897.6462105855,1015029.0,1101.0,4046411.0,1011602.75,3018.7326673070384,1016130.0,1010011.0,4047413.0,1011853.25,2896.670660718385,1016132.0,1010010.0,0,0,0,0,0,0,1.2350210472286869,1.2350210472286869,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,19186303,202,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.073537356310908,33309.553819444445,266707.3614851542,4074993.0,4.0,19181578.0,95430.73631840791,449812.9404502109,4076015.0,4.0,19185950.0,51299.33155080213,329853.4715167866,4075895.0,4.0,0,0,0,0,6466,12002,10.528344100476264,19.545193255834647,0.0,0.0,0.0,0.0,0.0,2,2,0,68,576,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,50,0,93,0,32120,9576,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,143,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13986.013986013986,143.0,0.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,6993.006993006993,6993.006993006993,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,3146,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6675.143038779403,157.3,162.7148296544408,500.0,4.0,3004.0,300.4,294.3400150241968,874.0,5.0,2998.0,333.11111111111114,316.0349839987831,750.0,4.0,0,0,0,0,354,322,3496.5034965034965,3178.639542275906,0.0,0.0,0.0,0.0,0.0,2,2,0,8,20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,6432,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,1006245,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9627625478884365,201249.0,437047.1776930953,983026.0,273.0,994770.0,497385.0,686800.0886444323,983026.0,11744.0,994774.0,497387.0,692275.9235579409,986900.0,7874.0,0,0,0,0,72,64,2.9813812739442183,2.9813812739442183,0.0,0.0,0.0,0.0,0.0,2,2,0,1,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6144,5840,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
